label,source,text,username,mention,title,state
From: David McKinley (Representative from West Virginia),facebook,"nine things you never knew about flag day.    #8.  each year, the president must proclaim flag day.    in 1949, congress issued a joint resolution stating that the president must issue a proclamation each year calling for the national observance of the flag, and that it must be displayed on all federal government buildings.   on june 7, president obama issued this year's presidential proclamation of flag day and national flag week.",david mckinley,[],Representative,West Virginia
From: David McKinley (Representative from West Virginia),facebook,"rep. mckinley talks with the mother of derek hotsinpiller during a ceremony to honor seven, brave individuals either injured or killed in the line of duty. u.s. marshall hotsinpiller was killed while serving an arrest warrant.  he and six other individuals are being presented congressional badges of bravery on friday.",david mckinley,[],Representative,West Virginia
From: David McKinley (Representative from West Virginia),facebook,"gilmer county celebrates its 268th birthday this week!  it was formed on february 3, 1845, from kanawha and lewis counties.  it was named after virginia gov. thomas w. gilmer.  in 1885 a citizen of gilmer co. wrote the song ûïthe west virginia hillsû, our state song.  that was ellen r. king.  happy birthday gilmer county!",david mckinley,[],Representative,West Virginia
From: Pat Meehan (Representative from Pennsylvania),facebook,"""sunoco logistics, a spinoff of the pew family enterprise, announced their intention to spend $2.5 billion to construct a massive pipeline to bring natural gas materials from the stateûªs marcellus shale regions to marcus hook.  they are calling the plan mariner east 2. in marcus hook they just might be calling it a miracle. the project, which would involved building 350 miles of new pipeline, would deliver 275,000 barrels of natural gas liquids such as butane, propane and ethane to the old refinery site.""",pat meehan,[],Representative,Pennsylvania
From: Pat Meehan (Representative from Pennsylvania),facebook,the federal government is building the largest collection of personal data in the history of the republic because of obamacare. do you trust the government with your personal data?,pat meehan,[],Representative,Pennsylvania
From: Pat Meehan (Representative from Pennsylvania),facebook,proud to join six chester county fire departments last night to announce the award of a department of homeland security grant that will allow them to purchase 200 life-saving radios that enable them to better communicate in emergencies.,pat meehan,[],Representative,Pennsylvania
From: Pat Meehan (Representative from Pennsylvania),facebook,fox news just featured a clip highlighting my call for more accountability in government from today's house oversight committee hearing on the irs scandal,pat meehan,[],Representative,Pennsylvania
From: Pat Meehan (Representative from Pennsylvania),facebook,concerned about your privacy online? me too. tune into my cybersecurity subcommittee hearing at 2pm today to learn about ways we can safeguard our privacy as we work to protect america from foreign cyber attacks.,pat meehan,[],Representative,Pennsylvania
From: Mick Mulvaney (Representative from South Carolina),facebook,talking with chuck boozer and freddi hammer this morning. #wrhi #sc05,mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,a few folks have asked me about earmarks and whether congress is going to keep it's commitment to end them.  earlier this week we passed a water resources bill that had zero---zero---earmarks in it. you might like to see the wall street journal's take on it here:   ,mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,"ok...unfortuantely it seems like most people are just now getting online...at the exact time i have to head over to baxter hood.  again, 6 pm tonight for the in-person town hall meeting.  but we will definitely keep doing these as long as people feel like it is worth their while to participate.  more soon.  mm",mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,"thanks to the folks at strawberry hill in chesnee for showing me around this morning! check out my album ""strawberry hill"" to see a few pics.",mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,more job training? we have more than 75 different job training programs already.  do we really need more? or would it be better to have fewer that actually help train people for new jobs?,mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,#sotu,mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,"about to join bob mclain on word in a few minutes ... if you're not in the upstate, listen here: http://www.newsradioword.com/bob-mclain/8427876",mick mulvaney,[],Representative,South Carolina
From: Mick Mulvaney (Representative from South Carolina),facebook,i'm looking forward to the financial services subcommittee on capital markets & gse hearing this morning.  we will examine the role fannie mae & freddie mac played in the financial crisis of '08-'09.  fannie & freddie represent the costliest of all taxpayer bailouts in the last 3 years with a price tag between $191 - $209 billion by 2015.,mick mulvaney,[],Representative,South Carolina
From: Joe Manchin III (Senator from West Virginia),facebook,"it is a privilege to be assigned to the senate committee on commerce, science and transportation and the senate veteransûª affairs committee as we enter into a new congress. the breadth of issues that these two committees oversee will help me better represent the people of the mountain state and our west virginia values.  http://www.manchin.senate.gov/public/index.cfm/press-releases?id=ab2c95f1-b239-47d1-90b9-0514f94290cc",joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,"i wish all west virginians a fun and safe halloween season. whether you are going trick-or-treating tonight or celebrating tomorrow evening, i encourage you to check out the cdc's halloween health and safety tips before heading out the door:  http://www.cdc.gov/family/halloween/",joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,"i'm so pleased sylvia mathews burwell, a native west virginian and current director of the office of management and budget, has been nominated as the next secretary for the department of health and human services. sylviaûªs experience in both the public and private sector, matched with the bipartisan relationships she has built over the years, shows that she is a public servant ready to take on this countryûªs challenges. i'm confident that her leadership will ensure that we enact commonsense fixes to the affordable care act to help improve the lives of millions of americans.  http://www.manchin.senate.gov/public/index.cfm/press-releases?id=e5665525-6c86-46ee-be78-135f3380b202",joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,icymi: last night i joined senator john hoeven on crossfire to preview tonight's state of the union. what do you hope to hear from the president tonight?  watch our discussion here: http://crossfire.blogs.cnn.com/2014/01/27/manchin-hope-obama-focuses-on-economy/,joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,senator manchin displayed the ûïi hire vetsû logo ûò a logo that represents a commitment from businesses and organizations to hire our veterans ûò as he  joined his senate colleagues and business leaders to talk about the importance of working together to reduce veterans unemployment.  senator manchin attended a roundtable discussion with organizations and businesses that have shown a strong commitment to employing our nationûªs veterans. he is the co-chair of the congressional veterans jobs caucus that includes 40 senators and 70 representatives.,joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,"gayle and i are deeply saddened to hear that our dear friend frank lautenberg has passed away and we join all west virginians in keeping his wife, bonnie, and his entire family in our hearts and prayers as they go through this difficult time.   http://1.usa.gov/18n92q7",joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,countdown to wv's 150th birthday: day 23 - mercer county  fact: named for revolutionary war gen. hugh mercer and county seat princeton is named for the battle where gen. mercer was killed  recommendation: visit the historic town of bramwell to see the beautiful mansions,joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,"countdown to wv's 150th birthday: day 30 - mason county   fact: this is where the ohio and kanawha rivers meet.  recommendation: take a day trip to point pleasant to see point pleasant riverfront park and floodwall murals, the mothman museum and statue, point pleasant river museum and other interesting sites.",joe manchin iii,[],Senator,West Virginia
From: Joe Manchin III (Senator from West Virginia),facebook,it's our obligation to keep our children safe & protect our second amendment rights ûò senator manchin believes we can and must do both.   http://1.usa.gov/10tvv4a,joe manchin iii,[],Senator,West Virginia
From: Thomas Massie (Representative from Kentucky),facebook,i will be on air with leland conway this morning at 9:35am  tune in: http://www.iheart.com/live/84whas-969/,thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,"in case you missed my interview on newsmax tv, you can watch it by clicking on this link.  share if you agree we should be cutting spending instead of increasing it.  http://www.newsmax.com/us/thomas-massie-paul-ryan-budget-spending/2014/04/11/id/565176/",thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,got raw milk?  rep. chellie pingree and i have introduced legislation with a bipartisan coalition of 18 other lawmakers to improve consumer food choices and to protect local farmers from federal interference. the two bills ûò the ûïmilk freedom of act of 2014û (hr 4307) and the ûïinterstate milk freedom act of 2014û (hr 4308) ûò are the first in a series of ûïfood freedomû bills that i plan to introduce this year.  share to spread the word.   http://massieforms.house.gov/news/email/show.aspx?id=4i35vbhvdsivxp63gqkrdcsa5a,thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,"i'm proud to join congressman mark sanford in introducing hr 3436, a bill to increase independent oversight of the #nsa.  please share his press release:  h.r. 3436: the nsa inspector general act of 2013   washington, d.c. ûò yesterday, representative mark sanford (sc-1), along with ten republicans (including the rest of the south carolina republican delegation) and two democrats, introduced h.r. 3436, the national security agency inspector general act of 2013, in the house of representatives:   ûïwith information continuing to drip out regarding activities at the nsa that at best raise questions about the legality of their conduct and at worst are in direct violation of the constitution, yesterday i introduced legislation to help correct this behavior, by making the nsa inspector general (ig) position a presidential appointment, to be confirmed by the senate,û said sanford. ûïthis process already exists at the cia, department of justice and the department of homeland security.û   ûïright now, the ig is appointed by the director of the nsa, which curbs their oversight effectiveness because the director can remove them,û added sanford. ûïas recently noted in an op-ed by the former ig of the cia, britt snider, this lack of independence creates an environment where employees of the igûªs office worry about their careers if their findings and conclusions are critical of the agency.û   ûïthere are a number of reforms that need to be made at the nsa to ensure the agency is not violating the privacy of americans, but without a robust ig office, these reforms will lack the teeth they need to be enforced. in this vein, i feel this legislation is a reasonable and necessary step that will help bring positive change to the agency.û   representative sanford was joined in introducing h.r. 3436 by the following original co-sponsors (listed in order of co-sponsorship):   1. paul broun (r, ga-10) 2. mick mulvaney (r, sc-05) 3. alan grayson (d, fl-09) 4. kerry bentivolio (r, mi-11) 5. tom rice (r, sc-07) 6. eleanor holmes norton (d, dc) 7. thomas massie (r, ky-04) 8. justin amash (r, mi-03) 9. trey gowdy (r, sc-04) 10. jeff duncan (r, sc-03) 11. joe wilson (r, sc-02) 12. james sensenbrenner (r, wi-05)",thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,catch me on freedomworks on tap tonight at 7:00pm! matt kibbe and i will be talking about #syria.   click on the link below to watch the livestream!,thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,"senator ted cruz (tx), senator rand paul (ky), congressman steve daines (mt), congressman ron desantis (fl), u.s. representative john fleming (la), grover norquist, and i spoke against the internet tax at a press conference yesterday. some say û÷itûªs not a tax increase.ûª  well if this bill passes, at the end of a transaction there will be less money in the pocket of the consumer and more in the government coffers, thatûªs a tax increase.
 
 share if you agree.",thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,great photo with captain james stephens of kentucky state police post 14 in ashland.,thomas massie,[],Representative,Kentucky
From: Thomas Massie (Representative from Kentucky),facebook,conversations with conservatives kicks off at 11:30 am et. watch us here:   http://www.livestream.com/heritagefoundation,thomas massie,[],Representative,Kentucky
From: Sean Maloney (Representative from New York),facebook,"joined senator bill larkin, county executive steve neuhaus and the american legion post 353 in cornwall to dedicate the congressional medal of honor site in honor of four local veterans who served our nation and received the congressional medal of honor. as the son of a veteran, i am deeply grateful for the opportunity to stand with our veterans and honor their service and their sacrifice.",sean maloney,[],Representative,New York
From: Sean Maloney (Representative from New York),facebook,"joined county executive steve neuhaus to announce honorehg,inc. will receive a critical federal investment to serve 225 homeless youth in orange county. as a father, i can't imagine a single child living without a roof over their head. we must come together to give our young people the critical support and care they need  ûò especially at safe and welcoming places like honor. ",sean maloney,[],Representative,New York
From: Sean Maloney (Representative from New York),facebook,"i joined senator schumer in calling for all-hands-on-deck to combat the heroin epidemic in our neighborhoods. designating the hudson valley as a high intensity drug trafficking area enables our local, state and federal law enforcement agencies to partner together and ensures our law enforcement officials who are working every day to get drugs off our streets have the federal and state resources they need to combat drug trafficking in our communities. ",sean maloney,[],Representative,New York
From: Sean Maloney (Representative from New York),facebook,i commend the national transportation safety boardûªs initial safety recommendations following the tragic metro-north accident in december. we canûªt miss a single opportunity to keep commuters safe by investing in commonsense safety measures that will save lives. ,sean maloney,[],Representative,New York
From: Sean Maloney (Representative from New York),facebook,hearing from neighborhood small business owners about how we can invest in our local infrastructure.,sean maloney,[],Representative,New York
From: Sean Maloney (Representative from New York),facebook,"i hope folks all across the district will take a chance and look at the great student art submissions for the congressional art competition. you can vote by ""liking"" submissions until april 29th!",sean maloney,[],Representative,New York
From: Sean Maloney (Representative from New York),facebook,proud to support an excellent project in middletown that will spur economic development and provide quality healthcare for folks in orange county. ,sean maloney,[],Representative,New York
From: Mark Meadows (Representative from North Carolina),facebook,"meritor inc.'s fletcher, nc manufacturing plant employs 737 workers. founded in 1982, meritor is a leading manufacturer of commercial vehicle parts and has produced 5.5 million vehicle axles to date. it was a pleasure to tour the facility-- thank you for investing in western north carolina.",mark meadows,[],Representative,North Carolina
From: Mark Meadows (Representative from North Carolina),facebook,"i had a great time at the 2014 values voter summit over the weekend. great running into my friends, josh duggar and congressman marlin stutzman. #vvs14",mark meadows,[],Representative,North Carolina
From: Mark Meadows (Representative from North Carolina),facebook,"congratulations to my very talented constituent, caleb johnson, on his american idol win last night. you're making western north carolinians very proud! http://abcnews.go.com/entertainment/american-idol-recap-caleb-johnson-triumphs-jena-irene/story?id=23822951",mark meadows,[],Representative,North Carolina
From: Mark Meadows (Representative from North Carolina),facebook,i had the opportunity to travel to latin america with a congressional delegation to be briefed by u.s. and latin american officials on different areas where we can work in partnership. i was also able to meet many of our u.s. troops stationed in the region. my thanks goes out to them for their dedicated service to our country!,mark meadows,[],Representative,North Carolina
From: Mark Meadows (Representative from North Carolina),facebook,"in case you missed it on friday evening, you can catch my interview with greta van susteren about healthcare.gov here: http://bit.ly/1g7cjpb",mark meadows,[],Representative,North Carolina
From: Mark Meadows (Representative from North Carolina),facebook,"it is not fair that president obama is choosing to protect big businesses from obamacare, but not hardworking individuals and families. members continue to sign onto my letter encouraging house leadership to defund obamacare through the appropriations process. check out this great infographic from the heritage foundation on the need to defund.",mark meadows,[],Representative,North Carolina
From: Mark Meadows (Representative from North Carolina),facebook,the students at south caldwell high school are asking some great questions this morning!,mark meadows,[],Representative,North Carolina
From: Grace Meng (Representative from New York),facebook,"today, on world aids day, we remember all whoûªve been lost and impacted by this disease and renew our commitment to finding a cure.",grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,the rain couldn't stop me from taking part in this weekend's korean day parade and festival in nyc. was honored to march as a grand marshall. thanks to the korean-american association of greater new york (kaagny) for organizing it.,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,"ever get those annoying calls from phone numbers you donûªt recognize? theyûªre probably from scammers and unscrupulous telemarketers seeking to take advantage of you. this thursday, an energy and commerce subcommittee will hold a hearing on my bill that would crack down on this deceitful practice, known as spoofing. we must impose greater penalties on those who seek to take advantage of consumers!",grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,"reminder: only four days left to take a photo and submit it to my facebook cover photo challenge!   what does our congressional district here in queens mean to you? what scene do you think best represents us or is the most symbolic? please submit a photo that shows what our district looks like through your eyes. (to view a map of our district, go to: http://1.usa.gov/1jhuzcn).    snap a photo and send it to mengcoverphoto@mail.house.gov. if your photo receives the most ûïlikes,û it will become my cover photo for one month! be sure to include your name, the neighborhood where you reside, and a brief description of the photo with your entry.  the contest ends on thursday, july 17th at 11:59pm.    if you have any questions, please contact either of my offices at 718-445-7861 (forest hills), 718-445-7860 (flushing) or 202-225-2601 (washington).",grace meng,['@mail'],Representative,New York
From: Grace Meng (Representative from New York),facebook,met with egyptian ambassador to the u.s. mohamed tawfik to discuss weakening hamas and de-escalating the dangerous situation in gaza and israel.,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,held a reception to congratulate my nominees who will be attending the u.s. service academies. outstanding students and i'm proud of them all! was also proud to award medals to the queens family of the late harry schlesinger who served in the army during world war i. thanks to queensboro hill vfw post 3427 for hosting us. http://1.usa.gov/1niavpn,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,slick conditions in queens. here are some traffic & transit resources for today. safe travels!,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,next week's congressional recess should be cancelled if unemployment benefits are not renewed. people canûªt wait any longer!,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,proud to stand with fast for families in calling for comprehensive immigration reform.,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,finally! new york state is finally catching up to other major cities!   http://bayside.patch.com/groups/politics-and-elections/p/new-yorks-us-sens-queens-reps-call-for-airplane-noise-advisory-committee û_,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,i had a great time visiting alley pond environmental center this morning with rep. steve israel!,grace meng,[],Representative,New York
From: Grace Meng (Representative from New York),facebook,spoke this morning at the sba international business expo in flushing.,grace meng,[],Representative,New York
From: Luke Messer (Representative from Indiana),facebook,"congress is coming to greenfield on sept. 4th! the committee on education and the workforce, of which i am a member, has decided to hold a field hearing in greenfield entitled ûïthe effects of the presidentûªs health care law on indianaûªs classrooms and workplaces.û  itûªs a chance for hoosier school and business leaders to express their concerns to congress and draw attention to the harm the presidentûªs health care law is having on students and workers. if you'd like to attend or want more details, click on the link below. hope to see you there! ",luke messer,[],Representative,Indiana
From: Luke Messer (Representative from Indiana),facebook,"we just got a phone call from a constituent who is losing his health care plan because of the affordable care act.  itûªs a plan he and his wife have had for years.  his $5,000 deductible is going up to $12,700 and his monthly cost is increasing from $397/mo to $831/mo.  the affordable care is act is proving to be anything but affordable.",luke messer,[],Representative,Indiana
From: Luke Messer (Representative from Indiana),facebook,had a chance to meet our former secretary of state condoleezza rice. what a great american!,luke messer,[],Representative,Indiana
From: Luke Messer (Representative from Indiana),facebook,it was great to be in columbus on tuesday to congratulate cummins on its announcement that the 5.0 liter v8 turbo diesel engine will power the next generation titan pickup truck.  the return of engine production to the columbus engine plant is great news for the local community.,luke messer,[],Representative,Indiana
From: Luke Messer (Representative from Indiana),facebook,"check out my column concerning attempts by the faa to implement sequestration cuts in a high profile and painful way, including closing the contract air traffic control tower in columbus.",luke messer,[],Representative,Indiana
From: Luke Messer (Representative from Indiana),facebook,we don't have a spending problem?  this ûïpie chartû from investorûªs business daily is a pretty good illustration of how the federal budget ûò and deficit ûò has grown under president obama.,luke messer,[],Representative,Indiana
From: Luke Messer (Representative from Indiana),facebook,"saddened by the passing of my good friend ted ogle.  a great husband, father and friend who cared deeply about his country, state and community.  he will be missed throughout our district and never forgotten.",luke messer,[],Representative,Indiana
From: Patrick Murphy (Representative from Florida),facebook,"great showing of #fl18 community support at today's event honoring the life of andrew ""red"" harris, and his legacy by promoting artificial reefs to benefit our marine environment which he loved so much.",patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,congratulations to indian river state college on their well-deserved recognition by the aspen institute as a top ten institution nationwide! read more here: http://bit.ly/z8mdpt,patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,"continuing to put my 2014 jobs plan into action, i was proud today to join in introducing a bicameral, bipartisan bill to incentivize smart investments in startups, boosting job creation.",patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,"another great stop on my #fl18 jobs tour, today i visited maverick boat company- the official page in fort pierce.",patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,"congratulations to julia roberts from jensen beach high school, this year's #fl18 congressional art competition winner!",patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,i enjoyed getting to speak to treasure coast high school students this morning about the importance of civic engagement and youth leadership.,patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,i was honored to speak on the house floor last night to honor the life and legacy of sgt. gary morales.,patrick murphy,[],Representative,Florida
From: Patrick Murphy (Representative from Florida),facebook,i am urging the army corps of engineers to designate funding for beach renourishment and recovery efforts from sandy-related damage in the treasure coast and palm beaches.,patrick murphy,[],Representative,Florida
From: Jerrold Nadler (Representative from New York),facebook,"my thoughts and prayers are with the family of former house transportation chairman jim oberstar, who passed away last night. he was a good friend, an expert on transportation issues, and a dedicated public servant. he will be missed.",jerrold nadler,[],Representative,New York
From: Jerrold Nadler (Representative from New York),facebook,"this week, 144 house republicans voted to keep the government closed and to refuse to pay our bills. thankfully, not a single house democrat joined them. how would you have voted?",jerrold nadler,[],Representative,New York
From: Richard Neal (Representative from Massachusetts),facebook,tune in to news radio 560 whyn tomorrow morning at 8:05. i'll be on for my regular segment.,richard neal,[],Representative,Massachusetts
From: Richard Neal (Representative from Massachusetts),facebook,this evening i welcomed my good friend jim koch and the samuel adams brewing the american dream group to springfield technical community college for a night of networking and support for small businesses right here in the first congressional district.,richard neal,[],Representative,Massachusetts
From: Richard Neal (Representative from Massachusetts),facebook,"in westfield today for the dedication ceremony of the william t. trant post office. trant was a world war ii veteran and former post master. from there, i took a tour of the boys and girls club of greater westfield with executive director william parks, president of the board of directors bo sullivan, and state representative john velis.",richard neal,[],Representative,Massachusetts
From: Richard Neal (Representative from Massachusetts),facebook,"yesterday i introduced legislation to jumpstart the economy, grow the middle class, and fight income inequality. read the press release below to find out more:  (washington, dc / january 27, 2014): congressman richard e. neal, ranking member of the house ways and means select revenue subcommittee, last week introduced legislation to jumpstart the sluggish economy, finance critical infrastructure investments, fight income inequality and create jobs.  the invest in us act, extends and reauthorizes key bond measures beneficial for our states and municipalities, extends several critical tax credit initiatives, sets up an infrastructure bank, increases the minimum wage and provides small businesses with tax relief.  ""right now the u.s. economy is stuck in a rut, the unemployment rate remains stubbornly high and the growing income inequality in america threatens to derail our economy altogether,""  neal said.  ""in december 2013, we saw the economy only add 74,000 jobs, our lowest since 2011.  according to the bureau of labor and statistics, in 2013 the economy averaged adding 183,000 jobs a month.  at this current rate, the federal reserve says the unemployment rate will remain above 6.5 percent until 2015.  this is simply unacceptable, and america can do better, and we must.   the recession has wiped out 8 million jobs, and it is imperative that we get them back.  that is why i introduced the invest in us act.  this legislation will go a long way in creating an environment where our economy can take off by making the strategic investment needed to spur growth.  furthermore, the legislation takes full aim at the growing income inequality by increasing the minimum wage, while also providing tax relief for businesses that hire new employees and buy new equipment."" below please find a summary of the legislation.  the invest in us act at a glance: tax provisions û¢ new markets tax credit ûòextends and expands the new markets tax credit program.  the new markets tax credit program is made permanent, with an allocation amount of $5 billion annually.  by permanently extending the nmtc, the legislation ensures that communities will continue to receive investments they need to renew, rebuild and refurbish neighborhoods for generations to come. û¢ build america bonds (babs) ûò makes the babs program permanent, starting with a 32 percent subsidy rate in 2013, and phasing down to a 28 percent subsidy rate in 2017 and thereafter.  babs unleash job creation, economic growth and spur private-sector investments in infrastructure.  from the inception of the program in april 2009 to when it expired at the end of 2010, there were 2,275 separate babs issues, which supported more than $181 billion of financing for new public capital infrastructure projects, such as schools, bridges and hospitals. û¢ research and development tax credit. makes permanent and expands the r&d tax credit.  the legislation also increases the the rate of the alternative simplified credit (asc) from 14 to 17 percent. û¢ amt repeal on private activity bonds ûò eliminates the alternative minimum tax (amt) on private activity bonds (pabs).  pabs are a form of municipal bonds that are used by a variety of public and non-profit entities such as airports, seaports and student loan issuers.  the amt penalty attached to these bonds results in higher interest rates which correlate to higher infrastructure project costs and higher student loan rate burdens. û¢ facility water & sewer bonds ûò exempts water and sewer projects from the private activity bond (pab) cap.  currently, the tax code limits the amount of tax-exempt private activity bond debt that can be issued annually in a state.  the legislation excludes the pabs issued by water and sewage facilities from the state volume cap.  removing the volume cap makes additional private investment capital available for these types of infrastructure facilities. û¢ work opportunity tax credit. - makes the work opportunity tax credit (wotc) permanent.  the tax credit expired at the end of 2013.  the wotc provides a federal tax credit up to $9,600 for businesses that hire targeted individuals.  since 1996, the wotc has expired numerous times.  making the credit permanent will end the uncertainty surrounding the credit for employers and potential hires. û¢ jobs training tax credit.  the legislation incorporates senator menendez's common sense proposal that links community colleges with local businesses to train employees.  like senator menendez's proposal, this bill provides $1 billion in funding for a competitive tax-credit initiative that encourages colleges and businesses to form job-training partnerships.  the proposal also would provide a community college tuition tax credit of up to $4,000 to any u.s. based business that trains a long-term unemployed person for an open job that requires a certain type of certificate or other training credential. û¢ extends increased business expensing.  this provision permanently extends the 2013 section 179 expensing and investment limitations of $500,000 and $2 million.  this provision is effective for qualifying property placed in service after december 31, 2013. û¢ permanent of the 15-year depreciation schedule. makes permanent the 15-year depreciation schedule for leasehold improvements, restaurant improvements and new construction, and retail improvements.  currently this is a temporary provision that must be extended annually.  by making this provision permanent we are providing businesses with the certainty they need to undertake capital expenditures, which fuel economic activity and create jobs.  other provisions û¢ infrastructure bank.  in 2013, the american society of civil engineers gave the united state's infrastructure a grade of d+ and estimated that the us will need to invest an additional $1.6 trillion to fix our infrastructure.  the invest in us act creates the american infrastructure financing authority (aifa), which is an independent, wholly-owned government infrastructure bank, to assist in funding some of the critical infrastructure needs.  under the proposal, department of treasury will make available $10 billion in seed money to encourage private investment in public works projects.  it is estimated that this self- sustaining entity could be capable of leveraging as much as $625 billion in private investment by issuing direct loans, loan guarantees, bonds and debt securities.  to keep both the costs and risks low, the aifa is also barred from financing more than 50 percent of any one project. increase in minimum wage.  the legislation increases the federal minimum wage to $10.10 an hour from the current $7.25.  this increase is phased in over four years and in three increments of 95 cents.  thereafter, the minimum wage will increase as the cost of living increases.",richard neal,[],Representative,Massachusetts
From: Richard Neal (Representative from Massachusetts),facebook,"tonight at the state of the union, i am happy to have kevin moran as my guest. kevin is the vice president of news at the berkshire eagle. he'll be tweeting about his experiences, so make sure to follow him at twitter.com/iamberkshire.   http://www.berkshireeagle.com/news/ci_24979101/news-vp-kevin-moran-waxes-historic-state-union",richard neal,[],Representative,Massachusetts
From: Rick Nolan (Representative from Minnesota),facebook,"great news for seniors today ûò thanks to slower growth of medicare health care costs under the affordable care act, there will be no increase in the medicare part b premium or deductible in 2015. medicare is an earned benefit americans have paid for from their first day on the job ûò and iûªve consistently fought to protect it for both future and current beneficiaries.",rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,"in recognition of suicide prevention month here in september, the department of veterans affairs and the department of defense have announced ""the power of 1û campaign to expand awareness of mental health and suicide prevention programs available to veterans and servicemembers. tragically, on average, 22 vets commit suicide every day - a situation we must continue to do everything in our power to address. i was proud to support major veterans health care and veterans appropriations legislation passed earlier this year to help us all better understand and address the challenges faced by our heroes. please take a moment to learn more about ""the power of 1"" and remember to thank and honor the veterans in your life for their service to our great nation.",rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,"did you know i have a weekly newsletter, called the monday report? sign up here to get emails every monday, letting you know the latest on what i'm doing for the working families of minnesota's eighth district:",rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,"this was precisely what i envisioned when i authored an amendment to the farm bill, requiring the usda to research & promote the benefits of wood as an environmentally beneficial building material. it opens up new markets for wood products, and ensures our northern minnesota forest industry creates and sustains good-paying jobs well into the future.",rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,"as a former head start director, iûªm deeply disappointed in the drastic cuts to head start, and to the piecemeal approach that the republicans have once again proposed in their continuing efforts to keep the government closed and prolong the shutdown. this could be solved today by voting on a clean compromise resolution ûò the votes are there, mr. speaker. let us vote.",rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,did you catch that mnsure unveiled the cost of plans for minnesotans shopping for health insurance? spoiler alert: it's good news. we have the lowest average rates in the nation so far. read more on mpr:,rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,listening to testimony before the house committee on natural resources,rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,some of you have been asking for the nine bipartisan bills we introduced last week as part of the congressional problem solvers group. a complete list is now up on my website:,rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,"great to meet with bernie hesse and other folks from ufcw 1189 last week in d.c. we talked at great length about how we can generate good paying middle-class jobs, to reinvest in and grow our northeastern minnesota economy.",rick nolan,[],Representative,Minnesota
From: Rick Nolan (Representative from Minnesota),facebook,another three congress comes to you meetings today:  city hall in hill city from 11am-1pm    city hall in deerwood from 12pm-1pm    city hall in calumet from 3pm-5pm,rick nolan,[],Representative,Minnesota
